"Name","Pos.","Weight","Height","Body.Fat","Vertical","Wingspan","Standing.Reach","T.Q..Spring","L.A.T.","Season","NSeasons"
"Malik Allen","PF-C",271,0,0,29,86.5,109,3.38,11.83,2000,10
"Harold Arceneaux","SG-SF",219,0,0,29,80.5,103,0,13.8,2000,0
"Lamont Barnes","PF-C",235.5,0,0,29.5,87.5,108,3.4,12.3,2000,0
"Mario Bland","PF",287,0,0,31,84,103,3.47,13.04,2000,0
"Primoz Brezec","C",243,0,0,29.5,86,110,3.55,11.53,2000,8
"Ernest Brown","C",222.5,0,0,0,85.25,109.5,0,0,2000,1
"Speedy Claxton","PG",166,0,0,42.5,72,94.5,3.06,10.48,2000,7
"Eric Coley","SG-SF",205,0,0,38,83,102,3.15,11.4,2000,0
"Ed Cota","PG",189,0,0,33.5,76,96.5,3.24,10.98,2000,0
"Schea Cotton","SF",219.5,0,0,38,79,100,3,11.55,2000,0
"Jamal Crawford","PG-SG",175,0,0,0,82,102.5,0,0,2000,18
"Caswell Cyrus","PF",220.5,0,0,37.5,86,107.5,3.16,12.12,2000,0
"Khalid El-Amin","PG",200,0,0,32,73.5,93,3.32,10.59,2000,1
"Vassil Evtimov","PF",262,0,0,28.5,82.5,106.5,3.52,11.75,2000,0
"Antonis Fotsis","SF",219,0,0,30,80.5,106,3.44,11.6,2000,1
"Eddie Gill","PG",176,0,0,38.5,76,93,3.18,11.12,2000,7
"Ceedric Goodwyn","SF-PF",238,0,0,0,82,104.5,0,0,2000,0
"Marcus Goree","SF-PF",239,0,0,33.5,84.5,105.5,3.25,12,2000,0
"A.J. Granger","SF",227,0,0,34,81.5,103,3.25,10.73,2000,0
"A.J. Guyton","PG-SG",175,0,0,37.5,75.75,97.5,3.22,10.55,2000,3
"Ron Hale","SG-SF",202,0,0,34.5,83,104.5,3.2,12.58,2000,0
"Jason Hart","PG",181,0,0,33.5,78,97.5,3.34,11.7,2000,9
"Donnell Harvey","PF",220,0,0,32.5,84.5,105.5,0,11.23,2000,5
"Johnny Hemsley","SG-SF",200,0,0,35,80,100.5,3.19,11.5,2000,0
"Michael Hermon","SG-PG",195,0,0,33,78.25,98.5,3.25,11.79,2000,0
"Cory Hightower","SG-SF",183,0,0,34.5,83,101.5,3.37,11.92,2000,0
"Shaheen Holloway","PG",174,0,0,0,70,91,3.32,11.22,2000,0
"Eddie House","SG-PG",176.5,0,0,38.5,75.5,95,3.27,11.12,2000,11
"Jimmie Hunter","SG-PG",170,0,0,36,80,100,3.35,11.23,2000,0
"Jacob Jaacks","PF",238,0,0,32,83,105.5,3.58,11.48,2000,0
"Marko Jaric","SG-SF",210,0,0,33,81,104,3.28,11.32,2000,7
"Nate Johnson","SF",211.5,0,0,33.5,80.5,104,3.33,11.9,2000,0
"Kenyon Jones","PF-C",282,0,0,30,85,108,3.6,12.44,2000,0
"Mark Karcher","SG",218,0,0,30.5,80,102.5,3.4,11.51,2000,0
"Brandon Kurtz","PF-C",257,0,0,0,83.25,106.5,0,0,2000,0
"Dan Langhi","SF",197.5,0,0,34.5,80,104,3.24,10.85,2000,4
"Justin Love","PG-SG",205.5,0,0,38.5,76.5,97.5,3.31,10.99,2000,0
"Mark Madsen","PF",236.5,0,0,33.5,84.5,104.5,3.46,12.12,2000,9
"Dan McClintock","C-PF",250,0,0,35,85.5,107,3.33,11.52,2000,1
"Pete Mickeal","SG-SF",222,0,0,34.5,81.5,103.5,3.06,10.83,2000,0
"Brian Montonati","PF",215,0,0,29,82.5,106,3.53,11.85,2000,0
"Gabe Muoneke","PF-SF",244,0,0,34,84.5,105,3.4,11,2000,0
"Ndongo N'diaye","C",208,0,0,27.5,87.5,112.5,3.69,13.16,2000,0
"Eduardo Najera","PF-SF",234.5,0,0,35,83.5,104.5,3.45,11.38,2000,12
"Matthew Nielsen","PF",223,0,0,29,82.5,106,3.35,11.28,2000,0
"Chris Porter","SF-PF",214,0,0,35,81.5,103.5,3.2,10.93,2000,1
"Lavor Postell","SG",205,0,0,36.5,80.5,101.5,3.3,11.79,2000,3
"Igor Rakocevic","PG",184,0,0,34,77.25,100,3.1,10.4,2000,1
"Reed Rawlings","SG-SF",218,0,0,33.5,81.25,104,3.27,11.1,2000,0
"Michael Redd","SG-SF",214,0,0,31,81,102,3.34,12.06,2000,12
"Damon Reed","PF-C",228,0,0,31.5,81.5,104.5,3.31,11.21,2000,0
"Aubrey Reese","PG",189,0,0,37.5,77.5,94.5,3.25,11.13,2000,0
"Terrance Roberson","SF",209,0,0,32.5,80,103.5,0,11.66,2000,1
"Julius Doc Robinson","PG",184,0,0,37.5,75.75,95.5,3.41,12.54,2000,0
"Pepe Sanchez","PG",194,0,0,31,75.5,96,3.44,11.62,2000,2
"Matt Santangelo","PG",177,0,0,43,75,94,3.06,10.66,2000,0
"Alex Scales","SG-PG",184.5,0,0,42.5,81,97.5,3.21,10.98,2000,1
"Karim Shabazz","C",224,0,0,28,87,111.5,3.36,12.72,2000,0
"Nick Sheppard","PF-C",273,0,0,25.5,83,107.5,3.52,12.14,2000,0
"Jabari Smith","PF-C",240.5,0,0,30,86.5,109.5,3.43,12.45,2000,4
"Mike Smith","SF",198,0,0,21,80.5,103,3.22,11.32,2000,1
"Jarrett Stephens","PF",258,0,0,29,81.25,103,3.46,11.98,2000,0
"Bootsy Thornton","SG",194.5,0,0,31,78.5,101.5,3.33,12.08,2000,0
"Jaquay Walls","PG",165.5,0,0,35.5,74.5,96.5,3.23,10.75,2000,0
"Jameel Watkins","PF-C",244.5,0,0,30.5,90,110,3.45,12.38,2000,0
"Adam Allenspach","C",259,0,12.4,31,84.5,107,3.4,11.9,2001,0
"Gilbert Arenas","SG",199,0,5.3,36,81.5,99.5,3.25,0,2001,11
"Brandon Armstrong","SG",188,0,9.3,37,81.5,99.5,3.2,10.91,2001,3
"Shane Battier","SF-PF",229,0,9.3,33,82.5,105,3.3,10.95,2001,13
"Cookie Belcher","SG-PG",206,0,5.3,41.5,80.5,99,2.91,11.26,2001,0
"Charlie Bell","PG",200,0,6.7,38,79.5,97.5,3.12,10.59,2001,7
"Ruben Boumtje-Boumtje","C",245,0,6,31,88,111,3.33,11.84,2001,3
"Calvin Bowman","PF",214,0,8.6,34.5,83.5,104,3.21,11.96,2001,0
"Michael Bradley","PF",227,0,9.3,30,85.5,107,3.35,11.11,2001,5
"Jamison Brewer","PG",178,0,6.7,32.5,80.75,102.5,3.15,9.65,2001,4
"Damone Brown","SF",202,0,6.7,37,83.75,104.5,3.27,11.81,2001,4
"Kwame Brown","PF-C",243,0,8.9,33,85,108,3.45,11.59,2001,12
"SirValiant Brown","PG",176,0,6.7,39.5,76,92.5,3,11.23,2001,0
"Ryan Carroll","SF-SG",202,0,8,39,80.25,99,3.1,11,2001,0
"Tyson Chandler","SF-PF",224,0,6.7,33.5,87,110,3.36,12.13,2001,17
"Eric Chenowith","C",264,0,12.9,27.5,88,111,3.59,12.5,2001,0
"Sam Clancy","PF",242,0,8,34,86.75,107,3.13,11.47,2001,0
"Gyasi Cline-Heard","PF",231,0,8,34.5,83.5,103,3.23,11.4,2001,0
"Jarron Collins","C-PF",252,0,15.2,29,87,104,3.6,11.65,2001,10
"Jason Collins","PF-C",251,0,12.9,28.5,88.5,110,3.54,12.1,2001,13
"Omar Cook","PG",189,0,5.5,35.5,77.5,92,3.2,10.77,2001,2
"Eddy Curry","C",301,0,16.5,31,90.5,111,3.53,12.25,2001,11
"Tate Decker","SF",218,0,13.6,28.5,83.75,107,3.47,12.19,2001,0
"DeSagana Diop","C",314,0,21,25.5,90.5,113,3.56,12.37,2001,12
"Robb Dryden","C",241,0,8,30,86.5,110.2,3.46,12.47,2001,0
"Anthony Evans","PF",267,0,12.9,33,83.5,101.5,3.31,12.56,2001,0
"Maurice Evans","SG",221,0,4,37.5,80,101,3.12,10.08,2001,9
"Benjamin Eze","C-PF",232,0,3.9,32,90,109,3.36,13.05,2001,0
"Kimani Ffriend","C-PF",228,0,11.7,33,82.75,108.5,3.09,11.46,2001,0
"Alton Ford","PF",271,0,8,36.5,82.5,102.5,3.16,11.7,2001,3
"Joseph Forte","SG",193,0,0,33,78.5,100.5,3.19,11.51,2001,2
"Jason Gardner","PG",188,0,8,40,73.25,92.5,2.92,10.88,2001,0
"Jerry Green","PG-SG",179,0,5.5,35,78.25,99,3.17,11.7,2001,0
"Kenny Gregory","SF",200,0,6.7,45.5,83.25,101,3.1,11.33,2001,0
"Eddie Griffin","PF-SF",222,0,4,33,87,110,3.21,11.77,2001,5
"Trenton Hassell","SG-SF",205,0,5.3,37.5,80,99.5,3.29,11.57,2001,9
"Kirk Haston","PF-SF",242,0,10.5,31.5,84.25,106,3.35,12.25,2001,2
"Charles Hathaway","C",274,0,0,0,86,107.5,0,0,2001,0
"Brendan Haywood","C",266,0,12.9,28.5,90.5,113.5,3.5,12.87,2001,13
"Michael Hicks","SG",197,0,7.3,40.5,81.25,100.5,3.19,11.38,2001,0
"Steven Hunter","C-PF",224,0,5.3,38.5,88,108,3.15,11.99,2001,8
"Andre Hutson","PF",244,0,11.7,32.5,83.75,105.5,3.3,11.25,2001,0
"Nate James","SF",196,0,6,31,82.75,103,3.31,11.42,2001,0
"Richard Jefferson","SF",223,0,6.7,38.5,84,103,3.15,11.19,2001,17
"Horace Jenkins","PG",171,0,6,41,77.25,97,3.1,10.97,2001,1
"Darrell Johns","C",278,0,19.1,30,89,111.5,3.59,12.41,2001,0
"Joe Johnson","SF-SG",226,0,6.7,36.5,81,105,3.4,12.05,2001,17
"Ken Johnson","C",227,0,9.9,35,88,109.5,3.12,11.27,2001,1
"Darren Kelly","SG-PG",178,0,6.7,34.5,78.75,100,3.21,11.38,2001,0
"Sean Lampley","SF",213,0,8,40,81.25,101,3.12,11.06,2001,2
"Zach Marbury","PG-SG",183,0,6.7,36.5,75.5,96.5,3.1,11.53,2001,0
"Mike Mardesich","C-PF",247,0,13.6,30,84.5,108.5,3.45,11.65,2001,0
"DeMarcus Minor","SG",207,0,6.7,41,80.25,99.5,3.15,10.57,2001,0
"Jamario Moon","SF",185,0,5.3,43,83.5,103,3.08,11.64,2001,5
"Troy Murphy","PF",230,0,11.7,34.5,83,105.5,3.43,11.22,2001,12
"Troy Ostler","PF-SF",200,0,8,29.5,85.5,106.5,3.5,13.42,2001,0
"Lazaros Papadopoulos","C-PF",227,0,11.7,26,86.5,110.5,3.7,12,2001,0
"Rashad Phillips","PG",166,0,12.4,32,73.5,92,3.27,11.93,2001,0
"Demetrius Porter","PG",178,0,12.4,31,74.75,94,3.34,11.5,2001,0
"Martin Rancik","PF-SF",230,0,8,37,80,102.5,3.19,10.77,2001,0
"Jason Richardson","SF-SG",213,0,5.3,39.5,83.5,102.5,3.12,11.75,2001,13
"Norman Richardson","SG",180,0,6,35.5,76.5,99,3.15,10.97,2001,0
"Jeryl Sasser","PG-SG",194,0,6.7,34,82.5,103.5,3.22,11.47,2001,2
"Kenny Satterfield","PG",176,0,6.7,33,76.5,98,3.2,12.05,2001,2
"Brian Scalabrine","PF-SF",241,0,13.6,30.5,81.75,105.5,3.47,11.75,2001,11
"Lee Scruggs","PF-SF",209,0,10.5,29.5,89.75,110.5,3.55,13.28,2001,0
"Bobby Simmons","SF",235,0,6.7,34,84.25,105,3.41,11.69,2001,10
"Will Solomon","PG-SG",172,0,4,35,81.5,99.5,3.22,11.3,2001,2
"Greg Stevenson","SF",215,0,7.3,35.5,84.5,102,3.23,11.29,2001,0
"Damone Thornton","PF",235,0,8,37.5,85.75,103.7,3.2,11.17,2001,0
"Jamaal Tinsley","PG",199,0,13.6,37.5,79.5,97.5,3.2,11.96,2001,11
"Tory Walker","SF",187,0,6.7,33,83.25,104.5,3.25,11.95,2001,0
"Souleymane Wane","C",235,0,11.2,30.5,89,109,3.46,12.02,2001,0
"Earl Watson","PG",184,0,4,37.5,78.75,97,3.19,10.97,2001,13
"Rodney White","SF",243,0,9.3,33,83.5,104.5,3.47,12.07,2001,4
"Loren Woods","C-PF",246,0,9.3,28,89.5,113,3.48,11.83,2001,6
"Brent Wright","PF-SF",236,0,12.4,29,85.5,105.5,3.3,12.25,2001,0
"Michael Wright","PF",247,0,9.3,33.5,83.5,106.5,3.21,11.37,2001,0
"Steve Logan","PG",207,0,0,0,71.75,92.5,0,0,2002,0
"Nene ","PF",253,0,0,34,88.5,109,3.19,10.73,2002,0
"Robert Archibald","PF-C",250,0,0,27.5,83.75,109.5,3.33,11.34,2002,2
"Maurice Baker","PG",178,0,0,33,76,96,3.29,12.19,2002,1
"Matt Barnes","SF",226,0,0,40.5,81,96.5,3.28,10.68,2002,14
"Lubos Barton","SF-SG",221,0,0,31.5,84,107,3.31,11.2,2002,0
"Lonny Baxter","PF-C",264,0,0,32.5,85.5,107.5,3.21,11.77,2002,4
"Lee Benson","SF-PF",217,0,0,32.5,85.75,109,3.29,11.44,2002,0
"Carlos Boozer","PF",258,0,0,28.5,86.25,108.5,3.31,10.77,2002,13
"Curtis Borchardt","C",238,0,0,27,86.5,112,3.63,12.56,2002,2
"J.R. Bremer","SG-PG",188,0,0,35.5,74.25,96,3.1,10.93,2002,2
"Brian Brown","PG-SG",194,0,0,33,79,99,3.29,11.43,2002,0
"Sylvere Bryan","PF",226,0,0,29.5,88.5,109.5,3.2,12.03,2002,0
"Chris Burgess","C",246,0,0,31,83.5,109,3.37,11.58,2002,0
"Caron Butler","SF-SG",222,0,0,31,83.5,103.5,3.33,12.15,2002,14
"Rasual Butler","SF",198,0,0,37.5,84,105.5,3.29,11.54,2002,13
"Mire Chatman","PG-SG",174,0,0,33,78,98,3.18,11.12,2002,0
"Chris Christoffersen","C",291,0,0,31,87.5,109,3.39,12.55,2002,0
"Lenny Cooke","SG-SF",214,0,0,0,85,107,0,0,2002,0
"Craig Dawson","SG-SF",200,0,0,30,78.25,102,3.25,12.06,2002,0
"Mike Dunleavy","SF",230,0,0,29,81,106,3.3,11.55,2002,15
"Teddy Dupay","PG",178,0,0,33,70.75,90.5,3.19,10.53,2002,0
"Corsley Edwards","PF",285,0,0,33,82.75,106.5,3.31,12.18,2002,1
"Andy Ellis","PF",220,0,0,35.5,82.25,102,3.34,11.69,2002,0
"Melvin Ely","PF",240,0,0,29,88,111,3.35,11.96,2002,9
"Reggie Evans","PF",250,0,0,29.5,86.5,107.5,3.26,12.73,2002,13
"Peter Fehse","PF-C",220,0,0,0,84.5,109,0,0,2002,0
"Drew Gooden","PF",227,0,0,33,84.5,106.5,3.19,11.81,2002,14
"David Graves","SG",212,0,0,29.5,79,101,3.27,11.2,2002,0
"Lynn Greer","PG",170,0,0,36.5,73,94.5,3.16,11.24,2002,1
"Rod Grizzard","SF-SG",193,0,0,0,84,107,0,0,2002,0
"Anthony Grundy","PG-SG",167,0,0,32,79.75,99,3.39,11.1,2002,1
"Marcus Haislip","PF",221,0,0,36.5,84,107,3.21,11.35,2002,4
"Damon Hancock","SG-PG",203,0,0,35,78,99.5,3.03,11.62,2002,0
"Greg Harrington","PG",183,0,0,34,75.75,97,3.32,12.06,2002,0
"Udonis Haslem","PF",250,0,0,33.5,83,107,3.31,11.8,2002,15
"Cordell Henry","PG",155,0,0,37.5,73,92,3.04,11.3,2002,0
"Randy Holcomb","SF-PF",225,0,0,35.5,85,105,3.22,12.85,2002,1
"Ryan Humphrey","PF-SF",223,0,0,37.5,84,104.5,3.2,11.75,2002,3
"Jared Jeffries","PF",230,0,0,30,84.5,109,3.4,11.73,2002,11
"Jason Jennings","C",249,0,0,32,91,111,3.62,11.92,2002,0
"Fred Jones","SG",218,0,0,37.5,84,100,3.13,11.12,2002,7
"Lonnie Jones","C-PF",230,0,0,31.5,86.25,112,3.33,11.8,2002,0
"Mario Kasun","C",260,0,0,0,83.5,109,0,0,2002,2
"Sean Kennedy","PG",182,0,0,26.5,74.5,96,3.28,11.64,2002,0
"Kris Lang","C-PF",242,0,0,29,83.75,109,3.24,11.36,2002,0
"Muhammed Lasege","C-PF",228,0,0,30,86,108.5,3.29,12.96,2002,0
"Kevin Lyde","C-PF",278,0,0,30.5,86,109.5,3.36,12.97,2002,0
"Tito Maddox","PG",200,0,0,32.5,77,99,3.24,12.2,2002,1
"Kei Madison","SF",216,0,0,34.5,84.5,107,3.22,11.74,2002,0
"Chris Massie","PF",248,0,0,0,84,107,0,0,2002,0
"Immanuel McElroy","SG",191,0,0,0,78.5,100,0,0,2002,0
"Aaron McGhee","PF-SF",255,0,0,28.5,82,105.5,0,12.24,2002,0
"Elvin Mims","SF-SG",211,0,0,38,85.5,105.5,3.22,11.17,2002,0
"Byron Mouton","SG-SF",213,0,0,30,82.25,102,3.1,11.84,2002,0
"Ronald Murray","SG",197,0,0,36.5,79.5,100.5,3.16,11.13,2002,8
"Uche Okafor","PF-C",229,0,0,25,89.5,112,3.34,14.45,2002,0
"Chris Owens","PF-SF",237,0,0,0,83.5,104,0,0,2002,1
"Jannero Pargo","PG",168,0,0,29.5,74.5,96,3.2,11.11,2002,11
"Smush Parker","PG-SG",179,0,0,28.5,82,107.5,3.26,12.3,2002,5
"Luke Recker","SG-SF",198,0,0,31,79,101,3.27,10.78,2002,0
"Rolan Roberts","PF",241,0,0,37.5,85,105.5,3.33,11.36,2002,0
"Travis Robinson","SF",211,0,0,33,82.5,104.5,3.43,11.96,2002,0
"Kareem Rush","SG-SF",199,0,0,30,81.75,103.5,3.22,11.86,2002,7
"Brooks Sales","PF-C",232,0,0,29.5,82,108,3.29,11.05,2002,0
"John Salmons","SF-SG",207,0,0,34.5,82.25,104,3.25,11.35,2002,13
"Predrag Savovic","SG",212,0,0,28.5,79,102,3.38,10.94,2002,1
"Julian Sensley","PF-SF",228,0,0,31.5,83.5,105.5,3.32,11.85,2002,0
"Israel Sheinfeld","PF-C",239,0,0,0,81.75,106.5,0,0,2002,0
"Preston Shumpert","SF",197,0,0,29,80.5,103.5,3.24,11.03,2002,0
"Tamar Slay","SF",203,0,0,38,83.5,104,3.09,10.94,2002,3
"Darius Songaila","PF",240,0,0,29.5,85,108.5,3.52,11.69,2002,8
"Amar'e Stoudemire","PF",233,0,0,35.5,85.75,108.5,3.25,11.19,2002,14
"Marcus Taylor","PG",181,0,0,33.5,76.5,98.5,3.31,11.25,2002,0
"Jobey Thomas","SG",183,0,0,32,77.75,99.5,3.3,11.46,2002,0
"Dajuan Wagner","PG-SG",193,0,0,35,74,99,3.22,12.03,2002,4
"Chris Wilcox","PF-C",218,0,0,34.5,85,107.5,3.16,11.43,2002,11
"Frank Williams","PG",212,0,0,31,80,100.5,3.29,11.73,2002,3
"George Williams","PF-SF",214,0,0,39,84.5,103,3.24,11.21,2002,0
"Jay Williams","PG",197,0,0,36,75.5,97,3.09,10.34,2002,1
"Qyntel Woods","SF-SG",213,0,0,34.5,82,105,3.23,11.94,2002,4
"Vincent Yarbrough","SF",202,0,0,34,84.5,104.5,3.32,11.7,2002,1
"Aloysius Anagonye","PF",257,0,10.5,34.5,86.5,106,3.3,12.93,2003,0
"Rick Anderson","SF-PF",216,0,9.9,30.5,83,106.5,3.4,11.23,2003,0
"Carmelo Anthony","SF",233,0,8,33.5,84,105.5,3.15,11.4,2003,15
"Jerome Beasley","SF-PF",237,0,9.9,32,84.5,107,3.25,11.36,2003,1
"Troy Bell","PG",178,0,5.3,41,77,97.5,3.06,10.89,2003,1
"LaVell Blanchard","SF",205,0,11.7,36.5,78,101.5,3.38,11.64,2003,0
"Keith Bogans","SG",213,0,8,35,81.25,101,3.25,11.43,2003,11
"Matt Bonner","PF-SF",242,0,13.6,32,80.75,105.5,3.32,11.52,2003,12
"Chris Bosh","PF",225,0,8,33,87.5,109,3.3,11.8,2003,13
"Jermaine Boyette","PG-SG",187,0,7.3,35.5,76,96,3.07,11.2,2003,0
"Souleymane Camara","PF-SF",211,0,9.9,34.5,86.25,109,3.2,11.51,2003,0
"Matt Carroll","SG-SF",207,0,6.7,33.5,78.5,98.5,3.35,11.11,2003,10
"Nick Collison","PF",255,0,17,33,85.5,108,3.28,11.62,2003,14
"Brian Cook","PF-SF",234,0,10.5,29,86,109,3.45,11.87,2003,9
"Joel Cornette","PF-SF",239,0,12.9,32.5,81.25,105.5,3.14,11.27,2003,0
"Marquis Daniels","SG-PG",198,0,4,35,82,103.5,3.25,11.62,2003,10
"Aleksander Djuric","C-PF",253,0,16.3,27.5,84,108,3.65,11.97,2003,0
"Ruben Douglas","SG",193,0,6,35,79.25,100.5,3.27,11.95,2003,0
"Ronald Dupree","SF-SG",209,0,6.7,41.5,80.25,101,3.23,11.09,2003,6
"Carl English","SG-PG",201,0,8,34,77.25,98.5,3.32,11.77,2003,0
"Ebi Ere","SG",210,0,14.1,33.5,82.5,102,3.16,11.38,2003,0
"Marquis Estill","PF-C",257,0,11.7,36,88,108,3.31,12.92,2003,0
"T.J. Ford","PG",162,0,6.7,39.5,71.5,93.5,3.2,11.45,2003,8
"Jason Gardner","PG",194,0,9.3,35,73,92,3.17,10.62,2003,0
"Willie Green","SG-PG",201,0,8,28.5,79.25,100,3.19,11.86,2003,12
"Justin Hamilton","PG-SG",217,0,8,37.5,83,103,3.18,11.18,2003,3
"Travis Hansen","SG",200,0,6,35,78.5,100.5,3.18,10.72,2003,1
"Trevor Harvey","C-PF",245,0,10.5,32,85,109.5,3.32,11.85,2003,0
"Marcus Hatten","PG",163,0,4,37.5,78.25,98,3.15,11.5,2003,0
"Kirk Hinrich","PG-SG",186,0,5.3,33.5,78,98.5,3.1,10.98,2003,13
"Jerry Holman","PF",232,0,6,37.5,87.25,109.5,3.24,11.54,2003,0
"Sam Hoskin","PF",261,0,0,0,82.75,107.5,0,0,2003,0
"Josh Howard","SF-SG",202,0,6,36.5,86,105.5,3.09,10.89,2003,10
"Brandon Hunter","PF",266,0,8,35,86.75,105.5,3.21,11.13,2003,2
"Sani Ibrahim","C-PF",229,0,9.3,30.5,85,109.5,3.4,13.02,2003,0
"Michael Ignerski","PF-SF",232,0,10.5,33,82.75,107,3.13,11.21,2003,0
